"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Allison's Infant & Toddler Center - 71st","Head Start and Early Head Start","440 E 71st St","# 442","Chicago","IL","60619","1129","Cook County",false,"(773) 952-4391","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7658,-87.6136","05CH012050","032","Allisons Infant & Toddler Center Inc.","5522 S Racine Ave"," ","Chicago","IL","60636","1422","Cook County","(773) 952-4391","(773) 952-4391",41.7658,-87.6136
"Carole Robertson Center for Learning","Early Head Start","3701 W Ogden Ave","","Chicago","IL","60623","2557","Cook County",false,"(773) 522-8400","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8536,-87.7175","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(773) 522-8400","(773) 522-8400",41.8536,-87.7175
"Carole Robertson Center - 3701","Head Start and Early Head Start","3701 W Ogden Ave","","Chicago","IL","60623","2557","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8536,-87.7175","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8536,-87.7175
"Jersey County Head Start Center","Head Start","111 E Main St","Jersey County Head Start","Otterville","IL","62052","6791","Jersey County",false,"(618) 498-6922","https://maps.google.com?saddr=40.633,-89.399&daddr=39.0508,-90.3969","05CH012028","000","Illinois Valley Economic Development Corporation","223 S Macoupin St","","Gillespie","IL","62033","1605","Macoupin County","(618) 498-6922","(217)839-4431",39.0508,-90.3969
"Henry Booth House - Jelly Bean 74th","Early Head Start","7419 S Cottage Grove Ave","","Chicago","IL","60619","1911","Cook County",false,"(773) 846-7396","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7597,-87.605","05HP000439","209","Henry Booth House","2907 South Wabash, Suite 205","","Chicago","IL","60616","3243","Cook County","(773) 846-7396","(312)949-3610",41.7597,-87.605
"Hope for Youth Day Care","Head Start","5900 W Iowa St","","Chicago","IL","60651","2527","Cook County",false,"(773) 626-0322","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8968,-87.7726","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 626-0322","(312)949-3600 - 3602",41.8968,-87.7726
"Jellybean Learning Center (74th)","Head Start","7411 S Cottage Grove Ave","","Chicago","IL","60619","1911","Cook County",false,"(773) 846-7396","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7601,-87.6053","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 846-7396","(312)949-3600 - 3602",41.7601,-87.6053
"Betty's Daycare","Head Start","5725 W Chicago Ave","","Chicago","IL","60651","2622","Cook County",false,"(773) 261-1433","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8947,-87.769","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(773) 261-1433","(773)638-5600",41.8947,-87.769
"Betty's Daycare","Early Head Start","5725 W Chicago Ave","","Chicago","IL","60651","2622","Cook County",false,"(773) 261-1433","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8946,-87.7688","05HP000508","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(773) 261-1433","(773)638-5600",41.8946,-87.7688
"Paulo Freire Center","Early Head Start","1653 W 43rd St","","Chicago","IL","60609","3103","Cook County",false,"(773) 826-6260","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8158,-87.6672","05CH011819","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(773) 826-6260","(773)638-5600",41.8158,-87.6672
"Paulo Freire Center","Head Start","1653 W 43rd St","","Chicago","IL","60609","3103","Cook County",false,"(773) 826-6260","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8156,-87.667","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(773) 826-6260","(773)638-5600",41.8156,-87.667
"West Austin Development Center","Head Start","4920 W Madison St","","Chicago","IL","60644","3541","Cook County",false,"(773) 261-2223","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8809,-87.7487","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 261-2223","(312)949-3600 - 3602",41.8809,-87.7487
"Chicago Commons - Lakeshore Learning Academy","Early Head Start","1933 E 87th St","","Chicago","IL","60617","2945","Cook County",false,"(312) 690-5237","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7369,-87.5767","05HP000439","204","Chicago Commons Association","515 E 50th St","","Chicago","IL","60615","2401","Cook County","(312) 690-5237","(773)638-5600",41.7369,-87.5767
"Lakeshore Learning","Head Start","1933 E 87th St","","Chicago","IL","60617","2945","Cook County",false,"(773) 690-5237","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7369,-87.5767","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(773) 690-5237","(773)638-5600",41.7369,-87.5767
"Gina's Unbelievable Learning Center","Head Start","7239 S Dobson Ave","","Chicago","IL","60619","1300","Cook County",false,"(773) 324-2010","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7625,-87.5992","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 324-2010","(312)949-3600 - 3602",41.7625,-87.5992
"McKinney's Early Learning Academy","Head Start","5743 W Division St","","Chicago","IL","60651","1118","Cook County",false,"(773) 626-3151","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9019,-87.7697","05CH012065","004","Onward Neighborhood House","5413 W Diversey Ave"," ","Chicago","IL","60639","1413","Cook County","(773) 626-3151","(773)622-3215",41.9019,-87.7697
"Channing Day Care Center","Head Start and Early Head Start","5701 W Division St","","Chicago","IL","60651","1115","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.902,-87.7683","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.902,-87.7683
"Shining Star #4","Early Head Start","10540 S Ewing Ave","","Chicago","IL","60617","6219","Cook County",false,"(773) 768-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7034,-87.5356","05HP000439","212","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 768-7827","(773)734-7827",41.7034,-87.5356
"Shining Star Youth and Community Services-Shining Star #4","Head Start and Early Head Start","10540 S Ewing Ave","","Chicago","IL","60617","6219","Cook County",false,"(773) 768-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7034,-87.5356","05CH012050","028","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 768-7827","(773)734-7827",41.7034,-87.5356
"Ada S. McKinley Community Services-Stepping Stones CCC","Early Head Start","1300 E 75th St","","Chicago","IL","60619","1420","Cook County",false,"(773) 493-0000","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7588,-87.593","05CH012050","208","Ada S. McKinley Community Services","11400 S Edbrooke Ave"," ","Chicago","IL","60628","4930","Cook County","(773) 493-0000","(773)468-1918",41.7588,-87.593
"Carole Robertson Center - Legacy Microcenter","Head Start","3318 W Ogden Ave","","Chicago","IL","60623","2651","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8573,-87.7085","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8573,-87.7085
"Carole Robertson Center - KIPP Microcenter","Head Start","1440 S Christiana Ave","","Chicago","IL","60623","1734","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8613,-87.7095","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8613,-87.7095
"Carole Robertson Center for Learning","Early Head Start","2929 W 19th St","","Chicago","IL","60623","2240","Cook County",false,"(773) 521-1600","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8551,-87.7003","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(773) 521-1600","(773) 521-1600",41.8551,-87.7003
"Carole Robertson Center - 2929","Head Start and Early Head Start","2929 W 19th St","","Chicago","IL","60623","2240","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8551,-87.7003","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8551,-87.7003
"Chicago Youth Centers-Sidney Epstein Center","Head Start","3415 W 13th Pl","","Chicago","IL","60623","1615","Cook County",false,"(773) 762-5655","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8638,-87.7111","05CH012050","001","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 762-5655","(312)913-1700 - 425",41.8638,-87.7111
"CYC - Kidz Creative Concepts Learning Center #2","Early Head Start","548 E 63rd St","","Chicago","IL","60637","3349","Cook County",false,"(773) 752-5439","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7805,-87.6113","05HP000150","202","Chicago Youth Centers","218 S Wabash Suite 600","","Chicago","IL","60604","-1","Cook County","(773) 752-5439","(312)913-1700 - 425",41.7805,-87.6113
"Wee Care Nursery School & Kindergarten","Head Start and Early Head Start","1845 E 79th St","","Chicago","IL","60649","4634","Cook County",false,"(773) 221-4442","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7513,-87.5791","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 221-4442","(708)330-4490",41.7513,-87.5791
"YMCA - Rauner","Early Head Start","2700 S Western Ave","","Chicago","IL","60608","5294","Cook County",false,"(773) 847-3115","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8444,-87.6862","05HP000439","214","YMCA of Metropolitan Chicago","801 North Dearborn Street","","Chicago","IL","60610","3316","Cook County","(773) 847-3115","(312)932-1200",41.8444,-87.6862
"Greater Rock Youth Development Center","Early Head Start","718 S Independence Blvd","","Chicago","IL","60624","3626","Cook County",false,"(773) 787-3933","https://maps.google.com?saddr=40.633,-89.399&daddr=41.872,-87.7208","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(773) 787-3933","(773) 787-3933",41.872,-87.7208
"Greater Rock Youth Development Center","Head Start","718 S Independence Blvd","","Chicago","IL","60624","3626","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.872,-87.7208","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.872,-87.7208
"Prodigy Child Learning","Early Head Start","1921 E 79th St","","Chicago","IL","60649","4619","Cook County",false,"(773) 221-3100","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7514,-87.5775","05CH012056","200","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 221-3100","(312)949-3600 - 3602",41.7514,-87.5775
"Prodigy Child Learning Annex","Head Start","1932-1934 E 79th","","Chicago","IL","60649","-1","Cook County",false,"(773) 437-5151","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7518,-87.577","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 437-5151","(312)949-3600 - 3602",41.7518,-87.577
"High Mountain Head Start","Head Start","919 N Lavergne Ave","","Chicago","IL","60651","3121","Cook County",false,"(773) 626-3997","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8974,-87.7505","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 626-3997","(312)949-3600 - 3602",41.8974,-87.7505
"Shining Star Youth and Community Services-Shining Star #1","Head Start and Early Head Start","3012 E 92nd St","","Chicago","IL","60617","4501","Cook County",false,"(773) 978-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7283,-87.5505","05CH012050","028","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 978-7827","(773)734-7827",41.7283,-87.5505
"YMCA - North Lawndale","Early Head Start","3449 W Arthington St","","Chicago","IL","60624","4104","Cook County",false,"(773) 638-0773","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8696,-87.7126","05HP000439","214","YMCA of Metropolitan Chicago","801 North Dearborn Street","","Chicago","IL","60610","3316","Cook County","(773) 638-0773","(312)932-1200",41.8696,-87.7126
"YMCA - North Lawndale","Early Head Start","3449 W Arthington St","","Chicago","IL","60624","4104","Cook County",false,"(773) 638-0773","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8698,-87.7127","05HP000150","205","YMCA of Metropolitan Chicago","801 North Dearborn Street","","Chicago","IL","60610","3316","Cook County","(773) 638-0773","(312)932-1200",41.8698,-87.7127
"El Valor - Rey Gonzales Children and Family Center","Early Head Start","3050 E 92nd St","","Chicago","IL","60617","4602","Cook County",false,"(773) 721-9311","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7285,-87.5494","05HP000150","203","El Valor Corporation","1850 West 21st Street","","Chicago","IL","60608","2799","Cook County","(773) 721-9311","(312)997-2021",41.7285,-87.5494
"Rey Gonzalez Children and Family Center","Early Head Start","3050 E 92nd St","","Chicago","IL","60617","4602","Cook County",false,"(773) 721-9311","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7286,-87.5492","05CH011421","200","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 721-9311","(773)242-2700",41.7286,-87.5492
"El Valor Corporation-Rey Gonzalez Children & Family Center","Head Start and Early Head Start","3050 E 92nd St","","Chicago","IL","60617","4602","Cook County",false,"(773) 721-9311","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7286,-87.5492","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 721-9311","(312)997-2021",41.7286,-87.5492
"New Beginnings","Head Start","5445 W North Ave","","Chicago","IL","60639","4346","Cook County",false,"(773) 385-5365","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9093,-87.7624","05CH012065","004","Onward Neighborhood House","5413 W Diversey Ave"," ","Chicago","IL","60639","1413","Cook County","(773) 385-5365","(773)622-3215",41.9093,-87.7624
"Metropolitan Family Services - South East Home Visiting","Early Head Start","3062 E 91st St","","Chicago","IL","60617","4401","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7303,-87.5489","05CH012058","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.7303,-87.5489
"Ada S. McKinley Community Services-Teeny Tiny University","Head Start and Early Head Start","6111 S Cottage Grove Ave","","Chicago","IL","60637","2527","Cook County",false,"(773) 952-7311","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7837,-87.6059","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 952-7311","(773)468-1918",41.7837,-87.6059
"Mary Crane League - Mary Crane Center (Molade Child Dev.)","Head Start and Early Head Start","1120 N Lamon Ave","","Chicago","IL","60651","3103","Cook County",false,"(773) 287-7365","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9007,-87.7484","05CH012050","017","Mary Crane League","4006 W Lake St"," ","Chicago","IL","60624","1839","Cook County","(773) 287-7365","(773)242-2860",41.9007,-87.7484
